volatility,index,crash_label,price_change,volume_change,date,Quarter,Regional Feature
-0.6687018693808685,^GSPC,0,-0.031002659730084,-0.1271466940001183,31/12/2005,Q4 2005,6
-0.6615991332498445,^GSPC,0,0.1559349777366304,-0.12714669404275403,31/3/2006,Q1 2006,6
-0.6592249672001335,^GSPC,0,-0.3350257285415969,-0.1271466940265358,30/6/2006,Q2 2006,6
-0.6628132879499318,^GSPC,0,0.2810965155568684,-0.12714669411463908,30/9/2006,Q3 2006,6
-0.6590447231948509,^GSPC,0,0.3685128685826589,-0.12714669400366765,31/12/2006,Q4 2006,6
-0.6439275589219295,^GSPC,0,-0.15335957885493728,-0.12714669399748874,31/3/2007,Q1 2007,6
-0.6330975590483061,^GSPC,0,0.33659335721262584,-0.12714669402910636,30/6/2007,Q2 2007,6
-0.6386067115741385,^GSPC,0,-0.0335064942671581,-0.12714669394228487,30/9/2007,Q3 2007,6
-0.6519598806310231,^GSPC,0,-0.5021934250599082,-0.12714669405220766,31/12/2007,Q4 2007,6
-0.6471266504344494,^GSPC,0,-1.0331100313553885,-0.12714669392802255,31/3/2008,Q1 2008,6
-0.6345335925531913,^GSPC,0,-0.4502621033616865,-0.12714669409931212,30/6/2008,Q2 2008,6
-0.6263064560405781,^GSPC,1,-0.9423698622608968,-0.12714669381391314,30/9/2008,Q3 2008,6
-0.5813981973966539,^GSPC,1,-2.1339123911037055,-0.12714669399529369,31/12/2008,Q4 2008,6
-0.5346943435422582,^GSPC,1,-1.1852612270586411,-0.1271466940590391,31/3/2009,Q1 2009,6
-0.5356502195490768,^GSPC,0,1.1567439857515163,-0.1271466941104353,30/6/2009,Q2 2009,6
-0.5914886854435507,^GSPC,0,1.1361189007994417,-0.1271466941801454,30/9/2009,Q3 2009,6
-0.6163029873278961,^GSPC,0,0.30898847365451465,-0.12714669419206684,31/12/2009,Q4 2009,6
-0.6068063338775169,^GSPC,0,0.2552918077225963,-0.12714669410393187,31/3/2010,Q1 2010,6
-0.6260981110677437,^GSPC,0,-1.2022839049912264,-0.12714669386413294,30/6/2010,Q2 2010,6
-0.6514969099146127,^GSPC,0,0.7646188390940272,-0.12714669429256603,30/9/2010,Q3 2010,6
-0.6545306203656233,^GSPC,0,0.719631970618747,-0.1271466940872173,31/12/2010,Q4 2010,6
-0.6355848724154689,^GSPC,0,0.3031831207768624,-0.12714669413177085,31/3/2011,Q1 2011,6
-0.6195628939026483,^GSPC,0,-0.20317599588088217,-0.1271466940654719,30/6/2011,Q2 2011,6
-0.631891716673023,^GSPC,1,-1.4170478267782243,-0.1271466939261803,30/9/2011,Q3 2011,6
-0.6423884560182744,^GSPC,0,0.8022946918900918,-0.12714669417605384,31/12/2011,Q4 2011,6
-0.6409472482262235,^GSPC,0,0.8758344631908175,-0.12714669412707982,31/3/2012,Q1 2012,6
-0.6321598537232731,^GSPC,0,-0.45546364072980505,-0.1271466940750737,30/6/2012,Q2 2012,6
-0.6310354224275205,^GSPC,0,0.33293535394367946,-0.1271466941786037,30/9/2012,Q3 2012,6
-0.6425610793476925,^GSPC,0,-0.2566249131492327,-0.12714669409301846,31/12/2012,Q4 2012,6
-0.6495793487077505,^GSPC,0,0.7042512503508774,-0.12714669406441528,31/3/2013,Q1 2013,6
-0.6281748781527219,^GSPC,0,0.03679407039103323,-0.127146694024215,30/6/2013,Q2 2013,6
-0.6187455826004155,^GSPC,0,0.2390708811868878,-0.1271466941826005,30/9/2013,Q3 2013,6
-0.6145481760766109,^GSPC,0,0.6949572175772135,-0.12714669405504853,31/12/2013,Q4 2013,6
-0.619677517352036,^GSPC,0,-0.05607946868183732,-0.12714669403204304,31/3/2014,Q1 2014,6
-0.6232152467669188,^GSPC,0,0.2397801666924539,-0.12714669414948562,30/6/2014,Q2 2014,6
-0.6224914819064827,^GSPC,0,-0.11549319371407056,-0.1271466941084896,30/9/2014,Q3 2014,6
-0.6331170111077282,^GSPC,0,0.21340684066089224,-0.12714669388471558,31/12/2014,Q4 2014,6
-0.6338322561472693,^GSPC,0,-0.13104902953815697,-0.12714669413102525,31/3/2015,Q1 2015,6
-0.6403418320951358,^GSPC,0,-0.18921331531109184,-0.12714669412393126,30/6/2015,Q2 2015,6
-0.6443919550566789,^GSPC,1,-0.773136925775683,-0.127146693957941,30/9/2015,Q3 2015,6
-0.64711776833534,^GSPC,0,0.3930259543852499,-0.12714669407017934,31/12/2015,Q4 2015,6
-0.6371178561249504,^GSPC,0,-0.1017502764170436,-0.12714669397338618,31/3/2016,Q1 2016,6
-0.6346170316976377,^GSPC,0,-0.0036528761177812325,-0.12714669416950977,30/6/2016,Q2 2016,6
-0.6299981754964794,^GSPC,0,0.11896324538645318,-0.12714669415969504,30/9/2016,Q3 2016,6
-0.6238368079096847,^GSPC,0,0.11436267534150263,-0.1271466940274283,31/12/2016,Q4 2016,6
-0.6199195719274587,^GSPC,0,0.31290643707719645,-0.12714669413107352,31/3/2017,Q1 2017,6
-0.6143595629120778,^GSPC,0,0.05464982106046784,-0.1271466940629004,30/6/2017,Q2 2017,6
-0.6086041149708007,^GSPC,0,0.17577682885823057,-0.12714669416953334,30/9/2017,Q3 2017,6
-0.6115649643729837,^GSPC,0,0.3641997040591452,-0.1271466940427949,31/12/2017,Q4 2017,6
-0.5951007046853759,^GSPC,0,-0.2757405202978232,-0.12714669398834325,31/3/2018,Q1 2018,6
-0.5993468796368102,^GSPC,0,0.08652787259227199,-0.12714669411374352,30/6/2018,Q2 2018,6
-0.6099846765698536,^GSPC,0,0.4576815878675746,-0.12714669417476365,30/9/2018,Q3 2018,6
